tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTech�۝,UNKNOWN,No emotion toward brand or product,Neutral,Google,140
Still waiting for someone to stop by with the new iPad 2 and my game on it. The prize is waiting for you!  #SXSW,iPad,Positive emotion,Positive,Apple,112
Just tweeting from my new iPad 2. #jealous #sxsw #wssxsw,iPad,Positive emotion,Positive,Apple,56
"who's sitting in the lobby of her hotel after 2am for free wifi so she can set up her new iPad?  yeah, that's me.  #sxsw",iPad,Positive emotion,Positive,Apple,120
Experimenting is crucial to the Google brand says Marissa Mayer  #marissagoogle #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,85
"Live tweeting of &quot;Google and Bing Speak on Rankings begins in 10 min. Doubt they'll say anything useful, it may be interesting :) #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,140
Apple putting up a store in downtown austin for #sxsw. ipad 2 and a tablet app will disrupt - can't wait.,Apple,Positive emotion,Positive,Apple,105
Apple setting up a temporary store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link}  #apple #news #SXSWi,UNKNOWN,I can't tell,Neutral,Apple,121
Apple setting up temporary store in Austin for #SXSW attendees to get their iPad2 fix: {link},iPad,Positive emotion,Positive,Apple,93
"Group Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App {link} #sxsw #mobilenews",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,110
"Group-texting war heats up: Fast Society launches new Android App, updates iPhone App #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,98
"IPad tweeting, riding thru the 210! #sxsw",UNKNOWN,Positive emotion,Positive,Apple,41
ATTN @mention  RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
"Dear @mention , please tell us soon about Google Circles, as unveiled at #SxSW. Thanks!",Other Google product or service,Positive emotion,Positive,Google,87
Askd @mention (he's at #sxsw) No answr! RT @mention Google Latina &amp; u find porn. this is 1st impression people get about us? #latism,UNKNOWN,No emotion toward brand or product,Neutral,Google,136
Well @mention @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,Positive,Apple,118
(via @mention #SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,91
Help @mention advance in the TechStars @mention {link} | #getoutthevote #sxsw #ipad #iphone #startup,UNKNOWN,No emotion toward brand or product,Neutral,Apple,100
P.S. @mention and Google throw a b!tchin' party. Shout out to The Spazmatics #sxsw,Google,Positive emotion,Positive,Google,82
"This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train, which is the opposite of easy: {link}",UNKNOWN,I can't tell,Neutral,Apple,125
hmm. @mention broke 'Google Circles' story this morning. @mention pointing us to the article now {link} #scinfluence #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,122
"Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple,67
Like @mention Download 'Freak Jet' on your iPhone. Hilarious. See I'm learning new stuff at #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,97
"Grab @mention for #betainvites #sxsw! @mention new Android camera, raises $1.1M from Valley players bit.ly/eA1zgD /via @mention",Android,Positive emotion,Positive,Google,127
Like @mention I've now seen most of Austin in Google Streetview checking out apartments for #sxsw. Austin is not easy on the click.,UNKNOWN,I can't tell,Neutral,Google,131
omg ���@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,Positive,Apple,129
From @mention Marissa Mayer: 40% Of Google Maps Use Mobile #sxsw {link},Other Google product or service,Positive emotion,Positive,Google,71
(y) ���@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
"On perception of Google Street View as ���Big Brother�۝ - trying to be transparent about data we have, give users control - @mention #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,138
Line @mention pop up? About 30 deep. Line @mention crossroads? Closer to 300. Big demand 4 Liz phair w/ freecreditscore band? Sorry ipad2 #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,143
Mom (@mention quick - apply for a job @mention they need help identifying this bird through search!  #SXSW  {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,114
Cc : @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
"Now, @mention tells how the iPad is making more accessible for all people is your site ready? #poursite #sxsw {link}",iPad,Positive emotion,Positive,Apple,116
Live @mention the sxsw mobile accessibility session in room 8A: surprise guest Charles Chen is there answering questions about Android access.#sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,147
"#SXSW protip: if your iPhone keeps saying it has no internet connection but you have a good signal, turn off 3G. Edge works perfectly.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,134
"&quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw",UNKNOWN,I can't tell,Neutral,Apple,143
"Music: Artist: duckett Song name: Another girl Instrumental Source: Creative Commons, via ...  #ipad #sxsw #gadgets {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
Google Latitude Check-ins Follow Foursquare Rewards at SXSW {link} #free #GoogleLa #GoogleMarch #SXSW,Other Google product or service,No emotion toward brand or product,Neutral,Google,101
Google Latitude to make a big push at #SXSW..will they breakthrough this year? {link},Google,Positive emotion,Positive,Google,85
Mobile activations of @mention up 200% in 9 months with android taking huge market share #SXSWMobileApps #SXSW #AccessSXSW,Android,Positive emotion,Positive,Google,122
Robot battles hosted by Google and LEGO are about to start. #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,72
"Congrats to @mention another @mention winner of an #iPad case, it's going on a mission trip with his sister in Haiti! #SXSW #cbatsxsw",iPad,Positive emotion,Positive,Apple,133
Congrats to @mention for executing the @mention event guide! Have it loaded on my iPhone #sxsw #sxsw11 {link},iPad or iPhone App,Positive emotion,Positive,Apple,109
congrats to @mention for getting to the next level in his fave iPad game PengAirborne #dowtimebetweensessions #iamagameshater #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,131
Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,iPad,Positive emotion,Positive,Apple,100
"REDCROSS to 90999 RT @mention If you can afford to attend #sxsw or buy an iPad today, consider a few $$$ for Japan earthquake relief.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
En route to austin for #sxsw - I'll bet a new iphone 5 that's 90% of the flight,UNKNOWN,No emotion toward brand or product,Neutral,Apple,79
"en route to austin, tx for #sxsw accompanied by fedoras + instruments + weird haircuts + apple products",UNKNOWN,No emotion toward brand or product,Neutral,Apple,103
"San Jose to Austin.  I am surrounded by Apple and Google peeps, every tech nerds dream. Time turn up the charm and find a new bff #sxsw",Google,Positive emotion,Positive,Google,135
this has to be the first Apple product launch that *hasn't* plagued my twitter stream #sxsw,Apple,No emotion toward brand or product,Neutral,Apple,91
"Congrats to Bernd, Florian and @mention on the launch of the Guguchu Ticket Terminal iPhone app ahead of #sxsw {link}",iPad or iPhone App,Positive emotion,Positive,Apple,117
The line to buy an iPad 2 stretches 2 blocks. Not getting one today. :) #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,77
"We start to compete with the bigger guys now, like Google. #checkins #pnid #sxsw",Google,Positive emotion,Positive,Google,80
"I'd love to get my #ipad2 at the #apple store that's popping up downtown tomorrow, but lack the patience for #SXSW douchebaggery.",iPad,Positive emotion,Positive,Apple,129
Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,71
Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe,Apple,Positive emotion,Positive,Apple,119
@mention to have temp store at 6th &amp; congress during #sxsw now attendees have no excuse to not be walking around with an #iPad 2! #Austin,iPad,Positive emotion,Positive,Apple,141
The Memento iOS app is on sale for 99� for #SXSW ��� Wait Just One Momento��_ Let Social Media Create Your Diary {link} #iPhone,UNKNOWN,No emotion toward brand or product,Neutral,Apple,127
Contests to Juan on winning our last @mention commuter case for #iPhone 4 ! 2 $50 gift cards left! #cbatsxsw #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,114
"Congrats to Kenny, who now enjoys a spanking new @mention case for his iPad!  Look how happy he is!  :-D #SXSW # {link}",iPad,Positive emotion,Positive,Apple,119
"Congrats to Kenny, who now enjoys a spanking new @mention case for his iPad!  Look how happy he is!  :D #SXSW #CBatSXSW {link}",iPad,Positive emotion,Positive,Apple,126
@mention to launch 'Circles' later today at #SXSW?? gotta love #SXSW - one platform for everything from Independent film to Innovative Tech,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,139
@mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW - {link} (via @mention,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,100
@mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} | @mention,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,95
"@mention to Launch Social Network Called Circles, Possibly Today {link} #sxsw via: @mention - This should be interesting ^ JL",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,125
starting to make my google cal for #sxsw. really excited to see @mention  @mention @mention @mentions,UNKNOWN,No emotion toward brand or product,Neutral,Google,101
Guy next to me in the bathroom props his iPad above the urinal and keeps using it while going. These people are serious. #SXSW,UNKNOWN,Positive emotion,Positive,Apple,126
Guy next to me is carefully studying the &quot;best parties at #SXSW 11&quot; spreadsheet he made on on his iPad. But it's an iPad 1. N00B!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
@mention to open temporary store at SXSW {link} They should use @mention too #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,82
Up early to purchase the #iPad 2 for our awesome sweepstakes giveaway and game at #SXSW! Details coming soon!,iPad,Positive emotion,Positive,Apple,109
Have yet to see someone with a PC (Dell or otherwise) at SXSW - all Apple MacBook Pro or iPads...#sxsw,Apple,Positive emotion,Positive,Apple,102
@mention To sell iPad 2s to #SXSW attendees. It worked. They sold out.,iPad,Positive emotion,Positive,Apple,70
The line to the #apple #ipad2 popup store on 6th &amp; Congress warps around to 5th st. #SXSW  {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,101
Just got to the google party at speakeasy. Free drinks and food coming out! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,81
"Congrats to VA client Discovr, kicking a** and taking names: {link}  Hottest music app at #SXSW? {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,103
"Planning to wait for the iPad2 at the #sxsw Apple Store, get #infeKTD. Might be players in the crowd.  {link}",iPad,Positive emotion,Positive,Apple,109
"Ser�� cierto? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today rww.to/f6BCEt #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,118
iPhone autocorrects &quot;sxsw&quot; to &quot;scar&quot; -- foreshadowing? #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,80
"Released today by @mention Spin Play: Spin Magazine's iPad app, download it now! (1st issue free) {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,110
&quot;Tattoo for an iPad&quot; chalked on the pavement. What can it mean? #sxsw #applefanatic,iPad,Positive emotion,Positive,Apple,93
I'm here too!  RT @mention #bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search,UNKNOWN,No emotion toward brand or product,Neutral,Google,136
For iPod too? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
"My #SXSW toolkit:  laptop+charger, iPhone, H2O, bike, &amp; shades:  I'm a walking Apple ad with a touch of REI.  What's in your #sxswtoolkit?",Apple,Positive emotion,Positive,Apple,142
My CNET story on Apple's schooling the social marketing execs at #SXSW with its pop-up #iPad2  launch {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
There is totally a make-shift Apple store downtown. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,57
@mention totally digging the new foursquare on iPhone. Just in time for #sxsw. Craps rematch in Austin from big Omaha?,iPad or iPhone App,Positive emotion,Positive,Apple,118
"@mention Totally! I mean, the number of companies that seemed to be offering the same thing at #sxsw was sad. Apple beat you, give up guys.",Apple,Positive emotion,Positive,Apple,139
At &quot;Touching Stories: Designing Magazines for the iPad #touchingstories #tbwasxsw #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,92
"Google Hotpot - &quot;Not as good as other services, but we will force it on you anyways.&quot; #SXSW",Other Google product or service,Negative emotion,Negative,Google,101
"Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,81
"Google Hotpot at #sxsw - instant rating &amp; review via Places, social sharing, etc. Yelp killer?",UNKNOWN,No emotion toward brand or product,Neutral,Google,98
Google hotpot brings Netflix-style functionality to Places. Result is Yelp with no personality. #bettersearch #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,115
Google Hotpot demo at #SXSW Seems a whole lot like #yelp to me- innovate or not be left outa game? They show heat maps2 {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,126
Google hotpot has anyone used it? #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,39
Google Hotpot is a new app that let's people rate where they are. I guess its a logical business progression for them #MarissaGoogle #sxsw,Other Google product or service,Positive emotion,Positive,Google,138
"Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW",Other Google product or service,Positive emotion,Positive,Google,140
"google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",Other Google product or service,Positive emotion,Positive,Google,118
After 5 straight days on my iPad at #sxsw it's such a welcome change to flip through a fashion mag #printisnotdead #digitalblasphemy,UNKNOWN,No emotion toward brand or product,Neutral,Apple,132
"Look for transit info for US and Canada at GTFS, city-go-round, Transit Developer Google group #sxsw #transitapps",UNKNOWN,No emotion toward brand or product,Neutral,Google,113
"Sounds intriguing... RT @mention Lots of chatter around Google's new social network, Circles #SXSW -KEK",Other Google product or service,Positive emotion,Positive,Google,103
Google introducing check-in status and rewards at #sxsw - mobile is where it's at. {link},UNKNOWN,Positive emotion,Positive,Google,89
Crowd control at the Apple pop up #sxsw  {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,47
don't distrub my circles - RT @mention We're not launching any products at #SXSW - dancing today {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,103
"The Industry Party #GSDM #Google was a grand affair.
#SXSW",Google,Positive emotion,Positive,Google,58
Got lost trying to fond the apple store in Austin so @mention instead!! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,77
"iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s. at #newsapps panel",iPad,Positive emotion,Positive,Apple,119
Apple rents retail space downtown Austin for #SXSW {link} Must avoid 3-block radius tomorrow (via @mention,Apple,No emotion toward brand or product,Neutral,Apple,106
iPad 2 Gets Temporary Apple Store for SXSW {link} #Apple #AppleStore #iPad2 #SXSW #Verizon,UNKNOWN,No emotion toward brand or product,Neutral,Apple,90
First shots w/iPad 2 from #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,38
Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link} (via @mention,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,108
"Perfect attention to detail RT @mention Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",Google,Negative emotion,Negative,Google,140
What's better than sweets? A new iPad just in time for #sxsw,iPad,Positive emotion,Positive,Apple,60
Design Patterns For User Engagement at SXSW. I'm interested to hear what google has to say on the subject... #SXSW #makinggamesbetter,UNKNOWN,No emotion toward brand or product,Neutral,Google,133
iPhone battery about to die. Nooooooooooooooo. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,52
iPhone battery is going quickly. Guy behind me let me borrow his portable charger. I want one! {link} #SXSW,iPhone,Negative emotion,Negative,Apple,107
iPhone battery maintenance is a fine art at #sxsw,UNKNOWN,I can't tell,Neutral,Apple,49
Louis Vuitton has an iPhone app. Called Amble #digitalluxury #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,66
Google actually does have an official death policy. One of only a few. via @mention #digitaldeath #sxsw,UNKNOWN,I can't tell,Neutral,Google,103
Are you stuck inthat long a$$ line at the Apple store? Come check us out! We are in the next block across from Driskill! #Apple #SXSW  #WAM,UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
No more stumbling around lost at #SXSW! Stay in contact with your group with the @mention #iPhone application {link},iPad or iPhone App,Positive emotion,Positive,Apple,116
Are you stupid at #sxsw ? Find it out with your #Mac and our game {link} or via your #iPad 1&amp;2 {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,105
Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #Mac,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,92
Any #startups need an #android developer for #SXSW?,UNKNOWN,No emotion toward brand or product,Neutral,Google,51
82% of future tablet buyers say they'll choose Apple's iPad See pop-up store at #SXSW {link},iPad,Positive emotion,Positive,Apple,92
"Internet tv is coming. Google tv, dvrs, xbox. This train isn't stopping. Barry Diller #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,91
"OK #Sxsw tweeps on my flight, no one freak out... I'm going to be reading a book. A real one. No iPad, no kindle - just paper. ;) #analog",UNKNOWN,No emotion toward brand or product,Neutral,Apple,137
@mention tweeted: RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need ...,UNKNOWN,No emotion toward brand or product,Neutral,Apple,137
I'm live-tweeting #SXSW now at @mention RT @mention Users drive 12B+ miles a year with Google Maps Navigation ^JR,UNKNOWN,No emotion toward brand or product,Neutral,Google,113
"If I'm retweeting it, chances are it's being added to my spreadsheet #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,81
"Watching Twit Live #SXSW, want to go next year now. Also want an ipad, but I'm content to wait awhile. I always buy technology late anyway.",iPad,Positive emotion,Positive,Apple,139
I need a Twitter app recommendation for my new iPad 2. Thoughts? #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,70
Nice of #Twitter to lwr boom on #API devs undr covr of #japan #tsunami #earthquake #sxsw #wisconsin #libya {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,113
"Wow, The Twitter. Can look it up on The Google :). RT @mention In honor of @mention How is everyone on The Twitter doing? #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,127
Google's two main #seo factors: Topicality and site authority from via @mention at #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,88
"Block party capitalism ballroom f #sxsw
Just went to google thing last session but only because first choice was full",UNKNOWN,No emotion toward brand or product,Neutral,Google,117
New Mike Tyson game coming to the iPhone - {link} #iPhone #SXSW #VideoGames #Tyson #art #cartoon,UNKNOWN,No emotion toward brand or product,Neutral,Apple,96
"Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,119
@mention U in this line? RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,114
How do you know when you are at a Google party? You find the only Samsung galaxy tab at #sxsw... {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,103
To all you nice people going to #SXSW have fun. check in with  #TWIT #TWIG @mention  @mention @mention . Any #android #podcasters?,UNKNOWN,No emotion toward brand or product,Neutral,Google,130
How do you use maps? Mayer: 40% Of Google Maps Usage Is Mobile (There r 150 Million Mobile Users) {link} via @mention #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,123
"Hey if you're at #sxsw, try out the early iPhone/android beta of Hitchery and let us know what you think! {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,112
Great visualisation of the ghost movement logic in PacMan during the Google Doodles session @mention #sxsw. More details here. {link},UNKNOWN,Positive emotion,Positive,Google,133
"Highly doubt @mention will announce new social effort at #sxsw today...does not seem their style, but I greatly look forward to seeing it.",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,138
"On the couch with iPad propped on my gut full of breakfast tacos. A dangerous position for inertia. What's happening tonight, #SXSW friends?",iPad,No emotion toward brand or product,Neutral,Apple,140
wow you suck {link} iPad #sxsw Rebecca Black #fab5,iPad,Negative emotion,Negative,Apple,50
"The kid ducked, exposing a 4chan4eva tattoo on the small of his back. The iPad flew right over him. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,105
"?? from audience asks @mention what her favorite non-Google product is &amp; why - she says, I really love my Swiss Omega watch #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,133
"Never thought I'd be sitting on the floor of the Austin Convention Center, but that's the best place to plug in my iPhone charger. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,136
Apple brought in 5 employees from each store in Texas to staff the popup store. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,85
Apple brought touch UI to the masses and I'm listening to 2 Microsoft guys talk about it. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,95
"Npr fan built first iPhone app, not affiliated with npr he was firefighter and coder #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,90
So grateful my Twitterstream is mostly full of empathy and concern for events other than iPad 2 and #sxsw.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,106
Google could = search engines. Google instead = useful information. #savebrands #sxsw,Google,Positive emotion,Positive,Google,85
"Google would be a great partner for us, says @mention Looking for more distribution and better products. #sxsw",Google,Positive emotion,Positive,Google,110
wish i could go @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,UNKNOWN,No emotion toward brand or product,Neutral,Apple,120
Room is full here at re iPad design headaches talk. #sxsw,UNKNOWN,Positive emotion,Positive,Apple,57
"@mention ummm - are u a dinosaur?   #SXSW question are u a dinosaur, shark, ninja or pirate.   #google party like it's 1986.",UNKNOWN,No emotion toward brand or product,Neutral,Google,124
"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,97
"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW via @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,110
Google launches Route Around Traffic - offers 3 options to keep you out of traffic. Saves 2yrs worth of time...every day. #sxsw,Google,Positive emotion,Positive,Google,127
Google launching  a new social network today? #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,58
Google launching new social network called Cicles at #sxsw today {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,71
Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,82
Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,75
Google launching social network &quot;google circles&quot; @mention  #sxsw ?????,UNKNOWN,No emotion toward brand or product,Neutral,Google,80
I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,iPad,Positive emotion,Positive,Apple,87
Lines around the block for the new iPad 2 in Austin #sxsw. This is one lucky recipient.  {link},iPad,Positive emotion,Positive,Apple,95
Route around traffic from google maps saves users 2 years worth of time...everyday #sxsw,Other Google product or service,Positive emotion,Positive,Google,88
Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,Other Google product or service,Positive emotion,Positive,Google,114
We're so ungrateful bc we have too much shit to play with. So turn off some of your shit (iPhone) now and then. #sxsw,iPhone,Negative emotion,Negative,Apple,117
Kind of funny/sad that the iPad release line was longer than any party lines (i saw) at #sxsw last night. #sheeple,iPad,Positive emotion,Positive,Apple,114
Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW,UNKNOWN,Positive emotion,Positive,Google,109
GOOGLE &quot;challenge is 2 stay true 2 what originally built this big &amp; successful brand experimentation &amp; moving fast�۝ #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,142
Google &quot;china is not the middle east&quot; @mention #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,62
"I'm at &quot;Designing iPad interfaces: new navigation schema&quot; at ACC, heading to a &quot;future of touch&quot; panel after. 1 track mind. #SXSW #sxswlib11",UNKNOWN,No emotion toward brand or product,Neutral,Apple,160
"Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,132
nu bij &quot;Touching Stories: Designing Digital Magazines for the iPad&quot; #sxsw #sxswnl,UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
I picked up a &quot;mophie&quot; iPhone charge case at the #sxsw tradeshow. Doubt I'll use it all the time but it's great for long days out.,Other Apple product or service,Positive emotion,Positive,Apple,140
"I picked up a white #ipad2 today at the Apple Store, #SXSW!",iPad,Positive emotion,Positive,Apple,59
I messed up and didn't bring iPhone charger. Anyone got one I could borrow for 10 mins? #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,93
prepping up for #sxsw aka &quot;Nerds Gone Wild&quot; - here's a list of all the parties thanks @mention {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,111
Apple Popup Store at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,33
Apple popup store in Austin? {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,41
Apple popup store is still under constuction! That's not keeping a 50+ line of people standing in line for it. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
Apple popup store line still circles the block. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,53
"Apple popup store! #SXSW  @mention Apple Store, SXSW {link} #photo",Apple,No emotion toward brand or product,Neutral,Apple,66
ipad pop up was the longest line for #sxswi &amp; Kanye's Vevo show @mention #sxsw should be the same {link} {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,115
"Catching up with @mention in our hotel room after day 1 of #sxsw. Also, tweeting this from my new iPad.",iPad,Positive emotion,Positive,Apple,103
Best pickup-line at #SXSW: Do you have an iPhone charger?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,57
Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,UNKNOWN,Negative emotion,Negative,Apple,107
Another super smart move by apple  {link} Temporary store at SXSW #apple #sxsw,Apple,Positive emotion,Positive,Apple,78
"SXSW: GroupMe says it�۪s going global. First, it adds new social features. {link} #Android #iPhone #SMS #SteveMartocci #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,124
Stumbled upon #sxswAPIs when the google/bing session was full. Terrific so far! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,85
We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,UNKNOWN,No emotion toward brand or product,Neutral,Google,99
We interrupt your regularly-scheduled #sxsw geek programming with Big news!  {link} by @mention  #google #circles,UNKNOWN,No emotion toward brand or product,Neutral,Google,113
